sequenceID	record_ID	organism	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	assigned_name	assigned_gene	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	virus_species	virus_order	virus_family	virus_genus	virus_type
211460.Litocranius_walleri.N	211460	Litocranius_walleri	low_coverage	GRK	GCA_006410535.1_GRK_genomic.fna	ORF	SJYG01000303.1	292644	292853	210	JCPV	N	-	63.9	37.143	7.75	14	143	212	1	210	70	0	44	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211554.Microcebus_murinus.N	211554	Microcebus_murinus	low_coverage	goldenpath_micMur1	micMur1.fa_5.fa	ORF	scaffold_17095	2381	2626	246	JCPV	N	-	63.9	39.024	1.55	13	273	354	1	246	82	0	50	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211704.Philantomba_maxwellii.N	211704	Philantomba_maxwellii	low_coverage	MXD	GCA_006410695.1_MXD_genomic.fna	ORF	SJYS01004383.1	449003	449242	240	JCPV	N	-	63.9	36.709	1.14	13	144	222	4	240	79	0	50	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211635.Odocoileus_hemionus.N	211635	Odocoileus_hemionus	low_coverage	GCA_003697985.1	GCA_003697985.1_ASM369798v1_genomic.fna	ORF	RFLZ01111765.1	1807	2046	240	JCPV	N	+	63.5	36.709	1.91	13	144	222	4	240	79	0	50	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211899.Tonatia_saurophila.N	211899	Tonatia_saurophila	low_coverage	TonSau_v1_BIUU	GCA_004024845.1_TonSau_v1_BIUU_genomic.fna	ORF	PVIA01005910.1	22529	22996	468	JCPV	N	-	63.2	27.879	2.7	12	200	358	1	468	165	3	104	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211087.Ailurus_fulgens.N	211087	Ailurus_fulgens	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	ORF	LNAC01000572.1	109893	110411	519	JCPV	N	-	63.2	28.141	4.61	12	179	358	1	519	199	3	98	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211232.Colobus_angolensis_palliatus.N	211232	Colobus_angolensis_palliatus	low_coverage	ncbi_100_2015	336983_ref_Cang.pa_1.0_chrUn.fa	ORF	gi|786074108|ref|NW_012116265.1|	5518903	5519151	249	JCPV	N	-	63.2	40.964	3	13	282	363	1	249	83	1	48	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211695.Paradoxurus_hermaphroditus.N	211695	Paradoxurus_hermaphroditus	low_coverage	ParHer_v1_BIUU	GCA_004024585.1_ParHer_v1_BIUU_genomic.fna	ORF	PITB01003833.1	47989	48594	606	JCPV	N	-	63.2	28.241	9.7	12	144	357	1	606	216	5	139	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211184.Cebus_albifrons.N	211184	Cebus_albifrons	low_coverage	CebAlb_v1_BIUU	GCA_004027755.1_CebAlb_v1_BIUU_genomic.fna	ORF	PVKJ010013749.1	27410	28006	597	JCPV	N	-	62.8	28.704	1.14	11	45	240	1	597	216	9	117	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211937.Vicugna_pacos.N	211937	Vicugna_pacos	low_coverage	goldenpath_vicPac2	vicPac2.fa	ORF	KB632451	952962	953201	240	JCPV	N	+	62.8	43.023	3.78	13	200	285	4	240	86	2	42	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211555.Microgale_talazaci.N	211555	Microgale_talazaci	low_coverage	MicTal_v1_BIUU	GCA_004026705.1_MicTal_v1_BIUU_genomic.fna	ORF	PVJH01017575.1	35134	35613	480	JCPV	N	-	62.4	29.24	5.52	12	200	358	1	480	171	3	98	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211754.Pongo_abelii.N	211754	Pongo_abelii	complete	goldenpath_ponAbe2	chr19.fa	ORF	chr19	48074174	48074644	471	JCPV	N	-	62.4	28.814	5.73	12	188	360	1	471	177	5	102	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211107.Antilocapra_americana.N	211107	Antilocapra_americana	low_coverage	AntAmePen_v1_BIUU	GCA_004027515.1_AntAmePen_v1_BIUU_genomic.fna	ORF	PVKT010000030.1	94056	94346	291	JCPV	N	-	62	36.082	1.18	12	127	222	1	291	97	1	61	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211727.Pipra_filicauda.N	211727	Pipra_filicauda	low_coverage	ASM394559v1	GCF_003945595.1_ASM394559v1_genomic.fna	ORF	NW_020894779.1	750469	750639	171	JCPV	N	-	62	49.18	2.43	13	262	322	1	171	61	1	27	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211800.Rangifer_tarandus.N	211800	Rangifer_tarandus	low_coverage	RanTarSib_v1_BIUU	GCA_004026565.1_RanTarSib_v1_BIUU_genomic.fna	ORF	PVIN010005720.1	64185	64625	441	JCPV	N	+	62	32.278	6.43	12	193	349	1	441	158	5	95	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211144.Callithrix_jacchus.N	211144	Callithrix_jacchus	low_coverage	goldenpath_calJac3	calJac3.fa	ORF	chr10	59342183	59342533	351	JCPV	N	-	61.6	36.066	3.41	12	207	323	1	351	122	4	68	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211374.Eumetopias_jubatus.N	211374	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	ORF	ML137729.1	6907794	6908093	300	JCPV	N	+	61.6	41	1.54	12	261	360	1	300	100	0	59	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211398.Gorilla_gorilla.N	211398	Gorilla_gorilla	complete	goldenpath_gorGor3	gorGor3.fa	ORF	chr12	49498582	49499832	1251	JCPV	N	-	61.6	38.144	9.56	29	32	128	1	285	97	1	58	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211948.Zalophus_californianus.N	211948	Zalophus_californianus	low_coverage	zalCal2.2	GCF_900631625.1_zalCal2.2_genomic.fna	ORF	NW_020874462.1	28985073	28985372	300	JCPV	N	+	61.6	41	1.54	12	261	360	1	300	100	0	59	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211683.Panthera_tigris_altaica.N	211683	Panthera_tigris_altaica	low_coverage	ncbi_100_2014-03	74533_ref_PanTig1.0_chrUn.fa	ORF	gi|589289156|ref|NW_006711821.1|	6205856	6206728	873	JCPV	N	-	61.2	26.959	1.69	10	55	356	1	873	319	13	188	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211240.Corapipo_altera.N	211240	Corapipo_altera	low_coverage	ASM394572v1	GCF_003945725.1_ASM394572v1_genomic.fna	ORF	NW_020884996.1	774863	775090	228	JCPV	N	-	60.8	43.373	1.36	12	240	322	1	228	83	3	40	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211418.Hipposideros_galeritus.N	211418	Hipposideros_galeritus	low_coverage	HipGal_v1	GCA_004027415.1_HipGal_v1_BIUU_genomic.fna	ORF	PVLB01004889.1	18484	18942	459	JCPV	N	+	60.8	31.481	1.71	11	203	360	1	459	162	5	98	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211428.Homo_sapiens.N	211428	Homo_sapiens	complete	goldenpath_hg19_2009	chr8.fa	ORF	chr8	140168175	140168390	216	JCPV	N	-	60.8	45.946	1.27	12	250	323	1	216	74	2	38	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211436.Homo_sapiens.N	211436	Homo_sapiens	complete	goldenpath_hg38_chromosome	chr8.fa	ORF	chr8	139155932	139156147	216	JCPV	N	-	60.8	45.946	1.27	12	250	323	1	216	74	2	38	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211599.Murina_aurata_feae.N	211599	Murina_aurata_feae	low_coverage	MurFea_v1	GCA_004026665.1_MurFea_v1_BIUU_genomic.fna	ORF	PVJC01011918.1	18955	19413	459	JCPV	N	-	60.8	29.878	1.92	11	182	342	4	459	164	6	100	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211681.Panthera_pardus.N	211681	Panthera_pardus	low_coverage	PanPar1.0	GCF_001857705.1_PanPar1.0_genomic.fa	ORF	NW_017619878.1	3564671	3565543	873	JCPV	N	-	60.8	26.959	1.95	10	55	356	1	873	319	13	188	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211193.Cebus_capucinus.N	211193	Cebus_capucinus	low_coverage	Cebus_imitator-1.0	GCA_001604975.1_Cebus_imitator-1.0_genomic.fa	ORF	KV389543.1	9889282	9889836	555	JCPV	N	-	60.5	31	5.62	11	45	233	1	555	200	7	112	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211640.Okapia_johnstoni.N	211640	Okapia_johnstoni	low_coverage	ASM166083v1	GCA_001660835.1_ASM166083v1_genomic.fna	ORF	LVCL01S0008954.1	85626	86252	627	JCPV	N	-	60.5	34.351	1.27	12	136	261	1	357	131	4	69	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211680.Panthera_onca.N	211680	Panthera_onca	low_coverage	PanOnc_v1_BIUU	GCA_004023805.1_PanOnc_v1_BIUU_genomic.fna	ORF	PISV01015540.1	16692	17564	873	JCPV	N	+	60.5	26.959	2.95	10	55	356	1	873	319	13	188	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211507.Macroglossus_sobrinus.N	211507	Macroglossus_sobrinus	low_coverage	MacSob_v1	GCA_004027375.1_MacSob_v1_BIUU_genomic.fna	ORF	PVKZ01000243.1	1044912	1045370	459	JCPV	N	-	60.1	31.41	2.75	11	212	365	1	459	156	4	102	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
211961.Zosterops_lateralis.P	211961	Zosterops_lateralis	low_coverage	ASM128173v1	GCA_001281735.1_ASM128173v1_genomic.fna	ORF	LAII01000633.1	96546	96791	246	JCPV	P	-	62	43.373	1.23	13	89	167	1	246	83	2	42	JCPV	Unclassified	Bornaviridae	Carbovirus	Exogenous
212820.Phascolarctos_cinereus.N	212820	Phascolarctos_cinereus	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	ORF	phaCin_unsw_v4.1.fa.scaf00118	2345183	2346717	1535	Koala-EBLN-1	N	+	595	100	0	1	1	293	633	1511	293	0	0	Koala-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212194.Macropus_eugenii.N	212194	Macropus_eugenii	low_coverage	goldenpath_macEug2	macEug2.fa	ORF	GL084132	51774	52133	360	Koala-EBLN-1	N	-	155	70	3.03	48	25	143	1	360	120	1	35	Koala-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127480.Sarcophilus_harrisii.N	127480	Sarcophilus_harrisii	complete	goldenpath_sarHar1	sarHar1.fa_5.fa	ORF	chr4_GL857007_random	960017	961142	1126	Koala-EBLN-1	N	+	138	45.489	4.97	38	7	268	293	1039	266	10	124	Koala-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212905.Thylacine_cynocephalus.N	212905	Thylacine_cynocephalus	low_coverage	Refassem_1	GCA_007646695.1_UniMelb_Thylacine_Refassem_1_genomic.fna	ORF	VAHE01000692.1	959949	961098	1150	Koala-EBLN-1	N	+	125	50.521	4.16	33	20	206	347	886	192	7	78	Koala-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127971.Daubentonia_madagascariensis.M	127971	Daubentonia_madagascariensis	low_coverage	DauMad_v1_BIUU	GCA_004027145.1_DauMad_v1_BIUU_genomic.fna	ORF	PVJZ01000540.1	506909	508040	1132	Lemuridae-EBLM-1	M	+	200	99.123	3.05	64	1	114	791	1132	114	0	1	Lemuridae-EBLM-1	Mononegavirales	Bornaviridae	EBLM	Endogenous
127035.Eulemur_fulvus.M	127035	Eulemur_fulvus	low_coverage	EulFul_v1	GCA_004027275.1_EulFul_v1_BIUU_genomic.fna	ORF	PVJU010037786.1	17120	17314	195	Lemuridae-EBLM-1	M	-	75.1	78.462	1.49	19	50	114	1	195	65	0	14	Lemuridae-EBLM-1	Mononegavirales	Bornaviridae	EBLM	Endogenous
127290.Eulemur_flavifrons.N	127290	Eulemur_flavifrons	low_coverage	Eflavifronsk33QCA	GCA_001262665.1_Eflavifronsk33QCA_genomic.fna	ORF	LGHW01006511.1	67119	68647	1529	Lemuridae-EBLN-1	N	+	600	100	0	1	1	294	10	891	294	0	0	Lemuridae-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127519.Eulemur_macaco.N	127519	Eulemur_macaco	low_coverage	Emacaco_refEf	GCA_001262655.1_Emacaco_refEf_BWA_oneround_genomic.fa	ORF	LGHX01006404.1	66285	67813	1529	Lemuridae-EBLN-1	N	+	597	99.66	0	1	1	294	10	891	294	0	1	Lemuridae-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211571.Mirza_coquereli.N	211571	Mirza_coquereli	low_coverage	MizCoq_v1_BIUU	GCA_004024645.1_MizCoq_v1_BIUU_genomic.fna	ORF	PVHQ01012135.1	40521	41973	1453	Lemuridae-EBLN-1	N	+	331	62.013	1.95	111	7	294	4	870	308	6	78	Lemuridae-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127328.Daubentonia_madagascariensis.N	127328	Daubentonia_madagascariensis	low_coverage	broad_1.0_oct_2012	AGTM01.fasta_21.fa	ORF	gi|369128474|gb|AGTM011632853.1|	4007	5582	1576	Lemuridae-EBLN-1	N	+	284	73.488	8.22	108	1	214	10	651	215	2	55	Lemuridae-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127518.Microcebus_murinus.N	127518	Microcebus_murinus	low_coverage	goldenpath_micMur1	micMur1.fa_4.fa	ORF	scaffold_5488	23284	24719	1436	Lemuridae-EBLN-1	N	-	235	67.895	6.96	90	73	254	204	752	190	3	46	Lemuridae-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
73628.Propithecus_coquereli.N	73628	Propithecus_coquereli	low_coverage	Pcoq_1.0	379532_ref_Pcoq_1.0_chrUn.fa	ORF	gi|808382013|ref|NW_012148607.1|	2187573	2188595	1023	Lemuridae-EBLN-1	N	+	204	92.727	3.22	127	105	214	314	643	110	0	8	Lemuridae-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211370.Eulemur_fulvus.N	211370	Eulemur_fulvus	low_coverage	EulFul_v1	GCA_004027275.1_EulFul_v1_BIUU_genomic.fna	ORF	PVJU010077121.1	4864	5376	513	Lemuridae-EBLN-1	N	+	164	97.531	2.32	79	214	294	238	480	81	0	2	Lemuridae-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211769.Prolemur_simus.N	211769	Prolemur_simus	low_coverage	Prosim_1.0	GCA_003258685.1_Prosim_1.0_genomic.fna	ORF	MPIZ01001319.1	34077	35109	1033	Lemuridae-EBLN-1	N	+	159	93.827	6.18	53	214	294	151	393	81	0	5	Lemuridae-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
127268.Otolemur_garnettii.N	127268	Otolemur_garnettii	complete	goldenpath_otoGar3	otoGar3.fa	ORF	GL873844	309993	311035	1043	Lemuridae-EBLN-1	N	-	98.2	75	2.55	23	231	294	1	192	64	0	16	Lemuridae-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212192.Macropus_eugenii.L	212192	Macropus_eugenii	low_coverage	goldenpath_macEug2	macEug2.fa	ORF	GL080595	25922	27814	1893	Macropus-EBLL1	L	+	570	100	0	1	1	302	7	912	302	0	0	Macropus-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212821.Phascolarctos_cinereus.L	212821	Phascolarctos_cinereus	low_coverage	phaCin_unsw_v4.1	phaCin_unsw_v4.1.fa	ORF	phaCin_unsw_v4.1.fa.scaf00033	2416690	2418941	2252	Macropus-EBLL1	L	-	135	62.5	2.52	58	177	300	877	1260	128	1	44	Macropus-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212734.Monodelphis_domestica.L	212734	Monodelphis_domestica	complete	goldenpath_monDom5	chr6.fa	ORF	chr6	184035254	184038159	2906	Monodelphis-EBLL1	L	-	640	100	0	1	1	345	1	1035	345	0	0	Monodelphis-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212832.Pipistrellus_pipistrellus.L	212832	Pipistrellus_pipistrellus	low_coverage	PipPip_v1	GCA_004026625.1_PipPip_v1_BIUU_genomic.fna	ORF	PVIQ01103727.1	310	717	408	Monodelphis-EBLL1	L	+	105	60.674	3.08	27	32	120	139	405	89	0	35	Monodelphis-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212829.Pipistrellus_pipistrellus.L	212829	Pipistrellus_pipistrellus	low_coverage	PipPip_v1	GCA_004026625.1_PipPip_v1_BIUU_genomic.fna	ORF	PVIQ01076191.1	1625	1894	270	Monodelphis-EBLL1	L	-	94.7	60.674	3.14	24	32	120	1	267	89	0	35	Monodelphis-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212699.Graphiurus_murinus.L	212699	Graphiurus_murinus	low_coverage	GraMur_v1_BIUU	GCF_004785775.1_NIH_TR_1.0_genomic.fna	ORF	NW_021604599.1	2092706	2093845	1140	Monodelphis-EBLL1	L	-	91.3	45.161	3.96	46	351	474	321	692	124	0	68	Monodelphis-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212698.Grammomys_surdaster.L	212698	Grammomys_surdaster	low_coverage	NIH_TR_1.0	GCF_004785775.1_NIH_TR_1.0_genomic.fna	ORF	NW_021604599.1	2092706	2093845	1140	Monodelphis-EBLL1	L	-	91.3	45.161	3.96	46	351	474	321	692	124	0	68	Monodelphis-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212828.Pipistrellus_pipistrellus.L	212828	Pipistrellus_pipistrellus	low_coverage	PipPip_v1	GCA_004026625.1_PipPip_v1_BIUU_genomic.fna	ORF	PVIQ01018455.1	26572	26862	291	Monodelphis-EBLL1	L	-	89.4	61.765	2.82	22	217	284	79	282	68	0	26	Monodelphis-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
290.Mus_musculus.L	290	Mus_musculus	complete	goldenpath_mm10	chr19.fa	ORF	chr19	30534272	30535399	1128	Muridae-EBLL1	L	+	714	100	0	1	1	376	1	1128	376	0	0	Muridae-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212751.Mus_musculus.L	212751	Mus_musculus	complete	goldenpath_mm9	chr19.fa	ORF	chr19	30608762	30610877	2116	Muridae-EBLL1	L	+	714	100	0	1	1	376	1	1128	376	0	0	Muridae-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212750.Mus_castaneus.L	212750	Mus_castaneus	low_coverage	REL-1509-EiJ	CAST_EiJ.chromosomes.unplaced.gt2k.fa	ORF	chr19	28464799	28467545	2747	Muridae-EBLL1	L	+	659	98.039	0	1	20	376	676	1746	357	0	7	Muridae-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212754.Mus_spretus.L	212754	Mus_spretus	low_coverage	SPRET_EiJ_v1	GCA_001624865.1_SPRET_EiJ_v1_genomic.fa	ORF	CM004113.1	27946875	27949100	2226	Muridae-EBLL1	L	+	618	94.37	0	1	1	373	1	1119	373	0	21	Muridae-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212753.Mus_spicilegus.L	212753	Mus_spicilegus	low_coverage	GCA_003336285.1_MUSP714	GCA_003336285.1_MUSP714_genomic.fna	ORF	QGOO01037442.1	1910183	1912524	2342	Muridae-EBLL1	L	+	615	94.366	0	1	19	373	610	1674	355	0	20	Muridae-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212749.Mus_caroli.L	212749	Mus_caroli	low_coverage	REL-1509_EiJ	CAROLI_EiJ.chromosomes.unplaced.gt2k.fa	ORF	chr19	27584565	27586649	2085	Muridae-EBLL1	L	+	387	89.238	2.87	129	1	223	1	666	223	1	23	Muridae-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212697.Grammomys_surdaster.L	212697	Grammomys_surdaster	low_coverage	NIH_TR_1.0	GCF_004785775.1_NIH_TR_1.0_genomic.fna	ORF	NW_021604599.1	2094933	2096607	1675	Muridae-EBLL1	L	-	228	66.239	3.17	86	29	262	300	998	234	1	78	Muridae-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
212700.Graphiurus_murinus.L	212700	Graphiurus_murinus	low_coverage	GraMur_v1_BIUU	GCF_004785775.1_NIH_TR_1.0_genomic.fna	ORF	NW_021604599.1	2094933	2096607	1675	Muridae-EBLL1	L	-	228	66.239	3.17	86	29	262	300	998	234	1	78	Muridae-EBLL1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211710.Phylloscopus_plumbeitarsus.N	211710	Phylloscopus_plumbeitarsus	low_coverage	GWplu1.0	GCA_001655115.1_GWplu1.0_genomic.fna	ORF	LXOY01295854.1	20	775	756	Phylloscopus-EBLN-1	N	+	434	100	3.48	157	1	207	37	657	207	0	0	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211713.Phylloscopus_trochiloides_viridanus.N	211713	Phylloscopus_trochiloides_viridanus	low_coverage	GWvir1.0	GCA_001655095.1_GWvir1.0_genomic.fna	ORF	LXPA01124520.1	624	1379	756	Phylloscopus-EBLN-1	N	-	426	98.068	6.32	154	1	207	37	657	207	0	4	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211564.Miniopterus_schreibersii.N	211564	Miniopterus_schreibersii	low_coverage	MinSch_v1	GCA_004026525.1_MinSch_v1_BIUU_genomic.fna	ORF	PVJG01009486.1	918	1781	864	Phylloscopus-EBLN-1	N	+	84.3	44.33	2.27	27	109	205	574	864	97	0	54	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211740.Plecturocebus_donacophilus.N	211740	Plecturocebus_donacophilus	low_coverage	CalDon_v1_BIUU	GCA_004027715.1_CalDon_v1_BIUU_genomic.fna	ORF	PVKP010008282.1	57846	58775	930	Phylloscopus-EBLN-1	N	+	79	32.222	3.11	17	22	196	274	780	180	5	106	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211236.Colobus_angolensis_palliatus.N	211236	Colobus_angolensis_palliatus	low_coverage	ncbi_100_2015	336983_ref_Cang.pa_1.0_chrUn.fa	ORF	gi|786081707|ref|NW_012114821.1|	6146232	6146748	517	Phylloscopus-EBLN-1	N	+	72.4	47.059	1.49	24	45	129	22	270	85	2	43	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211528.Mandrillus_sphinx.N	211528	Mandrillus_sphinx	low_coverage	BGI_mandrill_1.0	GCA_004802615.1_BGI_mandrill_1.0_genomic.fna	ORF	SRPC01021812.1	1725566	1726111	546	Phylloscopus-EBLN-1	N	-	72	38.235	2.48	22	28	129	1	300	102	2	61	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211213.Cercocebus_atys.N	211213	Cercocebus_atys	low_coverage	ncbi_100_2015	9531_ref_Caty_1.0_chrUn.fa	ORF	gi|778162852|ref|NW_012000920.1|	357997	358512	516	Phylloscopus-EBLN-1	N	+	71.2	41.304	3.82	22	38	129	1	270	92	2	52	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211283.Echinops_telfairi.N	211283	Echinops_telfairi	complete	goldenpath_echTel2	echTel2.fa	ORF	JH980297	36914988	36915308	321	Phylloscopus-EBLN-1	N	-	70.5	40.909	3.83	16	70	175	1	321	110	3	58	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211519.Mandrillus_leucophaeus.N	211519	Mandrillus_leucophaeus	low_coverage	Mleu.le_1.0	9568_ref_Mleu.le_1.0_chrUn.fa	ORF	gi|786101361|ref|NW_012098943.1|	893706	894221	516	Phylloscopus-EBLN-1	N	+	69.3	41.304	1.26	21	38	129	1	270	92	2	52	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211890.Theropithecus_gelada.N	211890	Theropithecus_gelada	low_coverage	Tgel_1.0	GCF_003255815.1_Tgel_1.0_genomic.fna	ORF	NC_037676.1	141370449	141370964	516	Phylloscopus-EBLN-1	N	-	68.6	40.217	2.01	21	38	129	1	270	92	2	53	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211484.Macaca_fascicularis.N	211484	Macaca_fascicularis	complete	5	mfa_ref_Macaca_fascicularis_5.0_chr8.fa	ORF	gi|540352251|ref|NC_022279.1|	140548431	140548946	516	Phylloscopus-EBLN-1	N	-	68.6	40.217	2.01	21	38	129	1	270	92	2	53	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211551.Mesoplodon_bidens.N	211551	Mesoplodon_bidens	low_coverage	MesBid_v1	GCA_004027085.1_MesBid_v1_BIUU_genomic.fna	ORF	PVJJ010015363.1	31899	32336	438	Phylloscopus-EBLN-1	N	+	68.6	43.158	3.69	21	99	191	175	438	95	3	45	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211691.Papio_anubis.N	211691	Papio_anubis	low_coverage	goldenpath_papAnu2	papAnu2.fa_5.fa	ORF	chr8	133967360	133967875	516	Phylloscopus-EBLN-1	N	-	68.6	40.217	2.01	21	38	129	1	270	92	2	53	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211173.Carollia_perspicillata.N	211173	Carollia_perspicillata	low_coverage	CarPer_v1_BIUU	GCA_004027735.1_CarPer_v1_BIUU_genomic.fna	ORF	PVKM010196146.1	20	334	315	Phylloscopus-EBLN-1	N	-	67.8	45.918	3.63	15	29	125	22	315	98	1	52	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211174.Carollia_perspicillata.N	211174	Carollia_perspicillata	low_coverage	CarPer_v1_BIUU	GCA_004027735.1_CarPer_v1_BIUU_genomic.fna	ORF	PVKM010233675.1	83	397	315	Phylloscopus-EBLN-1	N	-	67.8	45.918	3.63	15	29	125	22	315	98	1	52	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211825.Rhinopithecus_bieti.N	211825	Rhinopithecus_bieti	low_coverage	ASM169854v1	GCF_001698545.1_ASM169854v1_genomic.fna	ORF	NW_016815304.1	439664	440153	490	Phylloscopus-EBLN-1	N	-	67	46.341	6.13	23	48	129	4	243	82	2	42	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211833.Rhinopithecus_roxellana.N	211833	Rhinopithecus_roxellana	low_coverage	ncbi_100_2014-11-18	61622_ref_Rrox_v1_chrUn.fa	ORF	gi|723392038|ref|NW_010822418.1|	444590	445079	490	Phylloscopus-EBLN-1	N	+	67	46.341	6.13	23	48	129	4	243	82	2	42	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
211274.Dicerorhinus_sumatrensis_sumatrensis.N	211274	Dicerorhinus_sumatrensis_sumatrensis	low_coverage	ASM284483v1	GCA_002844835.1_ASM284483v1_genomic.fna	ORF	PEKH010005037.1	10997	11473	477	Phylloscopus-EBLN-1	N	+	66.6	59.184	3.63	20	82	130	4	150	49	0	20	Phylloscopus-EBLN-1	Mononegavirales	Bornaviridae	EBLN	Endogenous
