name,host,acc,start,end,eval,qstart,qend,strand,cit,lineage
EBLN-Carbovirus.18-RouAeg,Rousettus_aegyptiacus,NW_015494795.1,422699,423405,2.94E-12,160,427,-,,EBLN0
EBLN-Carbovirus.18-TurTru,Tursiops_truncatus,NW_017843196.1,549907,550483,1.73E-27,133,339,+,,EBLN0
EBLN-Carbovirus.18-VicPac,Vicugna_pacos,NW_005882719.1,952837,953436,8.08E-10,191,431,+,,EBLN0
EBLN-Carbovirus.18-VulVul,Vulpes_vulpes,NW_020356521.1,8090467,8091218,2.20E-17,145,434,-,,EBLN0
EBLN-Carbovirus.19-AilMel,Ailuropoda_melanoleuca,NW_003217939.1,792704,793156,8.24E-18,224,419,+,,EBLN2
EBLN-Carbovirus.19-BalAcu,Balaenoptera_acutorostrata_scammoni,NW_006725499.1,3276334,3276981,3.51E-42,166,433,-,,EBLN2
EBLN-Carbovirus.19-BisBis,Bison_bison_bison,NW_011494885.1,2974061,2974631,5.95E-07,166,369,-,,EBLN2
EBLN-Carbovirus.19-BosInd,Bos_indicus,NC_032667.1,53610687,53610926,1.01E-06,184,268,-,,EBLN2
EBLN-Carbovirus.19-BosInd,Bos_indicus,NW_017844726.1,53610687,53610926,1.01E-06,184,268,-,,EBLN2
EBLN-Carbovirus.19-BosMut,Bos_mutus,NW_005394278.1,884206,884445,5.94E-07,184,268,+,,EBLN2
EBLN-Carbovirus.19-BosTau,Bos_taurus,NC_037345.1,53812768,53813054,5.94E-07,166,268,-,,EBLN2
EBLN-Carbovirus.19-BosTau,Bos_taurus,NW_020190102.1,53812768,53813054,5.94E-07,166,268,-,,EBLN2
EBLN-Carbovirus.19-BubBub,Bubalus_bubalis,NW_020228700.1,53814211,53814497,1.29E-08,166,268,-,,EBLN2
EBLN-Carbovirus.19-CalUrs,Callorhinus_ursinus,NW_020313013.1,3827965,3829384,4.35E-11,105,423,+,,EBLN2
EBLN-Carbovirus.19-CamBac,Camelus_bactrianus,NW_011511555.1,2400971,2401563,7.45E-21,166,391,-,,EBLN2
EBLN-Carbovirus.19-CamFer,Camelus_ferus,NW_006210366.1,227620,228212,7.44E-21,166,391,+,,EBLN2
EBLN-Carbovirus.19-CamDro,Camelus_dromedarius,NW_011592513.1,320098,320690,2.42E-20,166,391,-,,EBLN2
EBLN-Carbovirus.19-CanLup,Canis_lupus_dingo,NW_020269188.1,109746080,109746550,4.18E-12,224,425,+,,EBLN2
EBLN-Carbovirus.19-CapHir,Capra_hircus,NW_017189504.1,54853977,54854550,3.10E-08,166,369,-,,EBLN2
EBLN-Carbovirus.19-CerSim,Ceratotherium_simum_simum,NW_004454245.1,4055864,4056205,7.66E-18,159,274,-,,EBLN2
EBLN-Carbovirus.19-ColAng,Colobus_angolensis_palliatus,NW_012119599.1,737649,738210,3.39E-14,188,416,+,,EBLN2
EBLN-Carbovirus.19-DelLeu,Delphinapterus_leucas,NW_019160889.1,6617045,6617687,3.03E-32,166,412,+,,EBLN2
EBLN-Carbovirus.19-DesRot,Desmodus_rotundus,NW_020093320.1,873711,874241,7.14E-12,201,396,+,,EBLN2
EBLN-Carbovirus.19-EquAsi,Equus_asinus,NW_014638275.1,992975,993978,2.34E-24,14,430,+,,EBLN2
EBLN-Carbovirus.19-EquCab,Equus_caballus,NC_009153.3,17166292,17166951,5.59E-24,160,430,-,,EBLN2
EBLN-Carbovirus.19-EquCab,Equus_caballus,NW_019641721.1,17166292,17166951,5.59E-24,160,430,-,,EBLN2
EBLN-Carbovirus.19-EquPrz,Equus_przewalskii,NW_007677533.1,120509,121168,7.63E-24,160,430,+,,EBLN2
EBLN-Carbovirus.19-GalVar,Galeopterus_variegatus,NW_007727365.1,107757,108548,2.13E-15,77,391,-,,EBLN2
EBLN-Carbovirus.19-HipArm,Hipposideros_armiger,NW_017731969.1,974093,974867,3.04E-34,133,419,+,,EBLN2
EBLN-Carbovirus.19-HomSap,Homo_sapiens,NC_000019.10,46706210,46706774,3.33E-11,196,425,-,hsEBLN-19_Carbo,EBLN2
EBLN-Carbovirus.19-HomSap,Homo_sapiens,NT_011109.17,19465336,19465900,3.39E-11,196,425,-,,EBLN2
EBLN-Carbovirus.19-LagObl,Lagenorhynchus_obliquidens,NW_020837987.1,12285652,12286378,1.18E-33,142,412,-,,EBLN2
EBLN-Carbovirus.19-LipVex,Lipotes_vexillifer,NW_006786304.1,855842,856753,3.36E-46,25,433,+,,EBLN2
EBLN-Carbovirus.19-NeoSch,Neomonachus_schauinslandi,NW_018734283.1,2490100,2490465,4.51E-11,258,423,-,,EBLN2
EBLN-Carbovirus.19-NeoAsi,Neophocaena_asiaeorientalis_asiaeorientalis,NW_020175468.1,4091750,4092437,4.76E-29,164,425,+,,EBLN2
EBLN-Carbovirus.19-OdoRos,Odobenus_rosmarus_divergens,NW_004450389.1,1104847,1106042,9.45E-12,122,423,+,,EBLN2
EBLN-Carbovirus.19-OdoVir,Odocoileus_virginianus_texanus,NW_018334976.1,790453,791145,5.39E-08,35,369,+,,EBLN2
EBLN-Carbovirus.19-OrcOrc,Orcinus_orca,NW_004438455.1,13248765,13249800,1.54E-31,54,412,+,,EBLN2
EBLN-Carbovirus.19-OviAri,Ovis_aries,NC_019471.2,52773296,52773579,1.28E-08,167,268,-,,EBLN2
EBLN-Carbovirus.19-OviAri,Ovis_aries,NW_014639023.1,52773296,52773579,1.28E-08,167,268,-,,EBLN2
EBLN-Carbovirus.19-OviAri,Ovis_aries_musimon,NW_011942344.1,2100909,2101195,3.36E-08,166,268,+,,EBLN2
EBLN-Carbovirus.19-PanPan,Pan_paniscus,NC_027887.1,52227808,52228455,3.74E-08,160,425,-,,EBLN2
EBLN-Carbovirus.19-PanPan,Pan_paniscus,NW_014014361.1,526776,527423,3.74E-08,160,425,+,,EBLN2
EBLN-Carbovirus.19-PanTro,Pan_troglodytes,NC_036898.1,44626429,44627076,8.49E-08,160,425,-,,EBLN2
EBLN-Carbovirus.19-PanTro,Pan_troglodytes,NW_019932866.1,19572220,19572867,8.49E-08,160,425,-,,EBLN2
EBLN-Carbovirus.19-PanHod,Pantholops_hodgsonii,NW_005808929.1,881312,881835,7.76E-08,185,369,+,,EBLN2
EBLN-Carbovirus.19-PhyCat,Physeter_catodon,NW_019873594.1,5715786,5716460,7.13E-46,157,412,+,,EBLN2
EBLN-Carbovirus.19-PilTep,Piliocolobus_tephrosceles,NW_020556147.1,1853146,1853763,8.19E-11,160,415,-,,EBLN2
EBLN-Carbovirus.19-PonAbe,Pongo_abelii,NC_036922.1,44997866,44998336,6.31E-06,233,425,-,,EBLN2
EBLN-Carbovirus.19-PonAbe,Pongo_abelii,NW_019937251.1,12577449,12577919,6.31E-06,233,425,+,,EBLN2
EBLN-Carbovirus.19-PteAle,Pteropus_alecto,NW_006436281.1,2069660,2070172,7.43E-27,101,292,-,,EBLN2
EBLN-Carbovirus.19-PteVam,Pteropus_vampyrus,NW_011888919.1,489244,489971,2.52E-27,101,395,+,,EBLN2
EBLN-Carbovirus.19-RhiSin,Rhinolophus_sinicus,NW_017739278.1,1134923,1135743,3.24E-26,60,390,+,,EBLN2
EBLN-Carbovirus.19-RhiBie,Rhinopithecus_bieti,NW_016805944.1,269596,270081,1.43E-10,220,415,+,,EBLN2
EBLN-Carbovirus.19-RhiRox,Rhinopithecus_roxellana,NW_010820989.1,1541035,1541520,1.43E-10,220,415,+,,EBLN2
EBLN-Carbovirus.19-RouAeg,Rousettus_aegyptiacus,NW_015494603.1,730889,731468,3.81E-21,74,292,-,,EBLN2
EBLN-Carbovirus.19-TurTru,Tursiops_truncatus,NW_017843191.1,728430,729072,1.19E-30,166,412,-,,EBLN2
EBLN-Carbovirus.19-UrsArc,Ursus_arctos_horribilis,NW_020656191.1,2358521,2358973,5.53E-13,224,419,+,,EBLN2
EBLN-Carbovirus.19-UrsMar,Ursus_maritimus,NW_007907048.1,2477037,2477489,5.53E-13,224,419,-,,EBLN2
EBLN-Carbovirus.19-VicPac,Vicugna_pacos,NW_005882787.1,4825482,4825886,7.07E-19,166,309,+,,EBLN2
EBLN-Carbovirus.19-VulVul,Vulpes_vulpes,NW_020356536.1,4756532,4757002,5.17E-11,224,425,+,,EBLN2
EBLN-Cultervirus.20-AotNan,Aotus_nancymaae,NW_018505794.1,32900768,32901058,1.33E-04,259,363,-,,EBLN14
EBLN-Cultervirus.20-CebCap,Cebus_capucinus_imitator,NW_016107353.1,4354264,4354575,1.40E-02,257,373,-,,EBLN14
EBLN-Cultervirus.20-CerAty,Cercocebus_atys,NW_011999809.1,9977863,9978541,2.04E-08,187,407,-,,EBLN14
EBLN-Cultervirus.20-ChlSab,Chlorocebus_sabaeus,NC_023666.1,22715151,22715830,6.71E-14,187,407,+,,EBLN14
EBLN-Cultervirus.20-ChlSab,Chlorocebus_sabaeus,NW_006735275.1,21715151,21715830,6.71E-14,187,407,+,,EBLN14
EBLN-Cultervirus.20-ColAng,Colobus_angolensis_palliatus,NW_012110920.1,3626265,3626944,5.14E-12,187,407,-,,EBLN14
EBLN-Cultervirus.20-GorGor,Gorilla_gorilla_gorilla,NC_018424.2,186428222,186428715,7.89E-13,187,339,-,,EBLN14
EBLN-Cultervirus.20-GorGor,Gorilla_gorilla_gorilla,NW_017493678.1,62137624,62138117,8.04E-13,187,339,-,,EBLN14
EBLN-Cultervirus.20-HomSap,Homo_sapiens,NC_000001.11,206651286,206651779,3.84E-13,187,339,-,hsEBLN-20_Culter,EBLN14
EBLN-Cultervirus.20-HomSap,Homo_sapiens,NT_004487.20,63466699,63467192,3.95E-13,187,339,-,,EBLN14
EBLN-Cultervirus.20-MacFas,Macaca_fascicularis,NC_022272.1,65219347,65220025,2.74E-09,187,407,-,,EBLN14
EBLN-Cultervirus.20-MacMul,Macaca_mulatta,NC_027893.1,159964447,159965125,2.74E-09,187,407,+,,EBLN14
EBLN-Cultervirus.20-MacMul,Macaca_mulatta,NW_014804576.1,282081,282759,3.59E-09,187,407,+,,EBLN14
EBLN-Cultervirus.20-MacFas,Macaca_fascicularis,NW_005092959.1,65219347,65220025,2.88E-09,187,407,-,,EBLN14
EBLN-Cultervirus.20-MacNem,Macaca_nemestrina,NW_012010800.1,37162250,37162928,2.32E-09,187,407,-,,EBLN14
EBLN-Cultervirus.20-ManLeu,Mandrillus_leucophaeus,NW_012100032.1,623791,624469,2.87E-08,187,407,-,,EBLN14
EBLN-Cultervirus.20-NomLeu,Nomascus_leucogenys,NC_019820.1,55120696,55120938,1.84E-06,259,339,+,,EBLN14
EBLN-Cultervirus.20-NomLeu,Nomascus_leucogenys,NW_004087885.1,7363553,7363795,1.84E-06,259,339,+,,EBLN14
EBLN-Cultervirus.20-PanPan,Pan_paniscus,NC_027868.1,186532591,186533084,3.41E-13,187,339,-,,EBLN14
EBLN-Cultervirus.20-PanPan,Pan_paniscus,NW_014013795.1,880541,881034,3.65E-13,187,339,+,,EBLN14
EBLN-Cultervirus.20-PanTro,Pan_troglodytes,NC_036879.1,181870329,181870823,1.02E-15,171,339,-,,EBLN14
EBLN-Cultervirus.20-PanTro,Pan_troglodytes,NW_019932792.1,21660411,21660905,1.02E-15,171,339,+,,EBLN14
EBLN-Cultervirus.20-PapAnu,Papio_anubis,NC_018152.2,153987806,153988484,1.96E-09,187,407,+,,EBLN14
EBLN-Cultervirus.20-PapAnu,Papio_anubis,NW_018753571.1,515910,516588,2.52E-09,187,407,+,,EBLN14
EBLN-Cultervirus.20-PilTep,Piliocolobus_tephrosceles,NW_020556127.1,5530465,5531144,6.71E-13,187,407,-,,EBLN14
EBLN-Cultervirus.20-PonAbe,Pongo_abelii,NC_036903.1,42917323,42917813,6.81E-13,187,339,+,,EBLN14
EBLN-Cultervirus.20-PonAbe,Pongo_abelii,NW_019937203.1,59744310,59744800,6.94E-13,187,339,-,,EBLN14
EBLN-Cultervirus.20-RhiBie,Rhinopithecus_bieti,NW_016807278.1,913651,914330,1.16E-12,187,407,+,,EBLN14
EBLN-Cultervirus.20-RhiRox,Rhinopithecus_roxellana,NW_010797923.1,1497113,1497792,1.18E-12,187,407,-,,EBLN14
EBLN-Cultervirus.20-SaiBol,Saimiri_boliviensis_boliviensis,NW_003943641.1,18626173,18626775,1.91E-13,157,351,+,,EBLN14
EBLN-Cultervirus.20-TheGel,Theropithecus_gelada,NC_037668.1,158989848,158990526,5.86E-09,187,407,+,,EBLN14
EBLN-Cultervirus.20-TheGel,Theropithecus_gelada,NW_020251504.1,158989848,158990526,5.86E-09,187,407,+,,EBLN14
EBLN-Cultervirus.21-AotNan,Aotus_nancymaae,NW_018505618.1,2216262,2216745,5.49E-05,157,311,-,,EBLN13
EBLN-Cultervirus.21-CalJac,Callithrix_jacchus,NC_013896.1,79216191,79216695,1.32E-05,148,325,-,,EBLN13
EBLN-Cultervirus.21-CalJac,Callithrix_jacchus,NW_003182934.1,313609,314113,1.63E-05,148,325,-,,EBLN13
EBLN-Cultervirus.21-CerAty,Cercocebus_atys,NW_012000030.1,6570667,6571094,5.33E-06,157,301,+,,EBLN13
EBLN-Cultervirus.21-ChlSab,Chlorocebus_sabaeus,NC_023653.1,107100512,107100970,1.39E-04,157,311,+,,EBLN13
EBLN-Cultervirus.21-ChlSab,Chlorocebus_sabaeus,NW_006735256.1,90325376,90325834,1.39E-04,157,311,+,,EBLN13
EBLN-Cultervirus.21-ColAng,Colobus_angolensis_palliatus,NW_012120932.1,5745929,5746389,1.35E-09,157,311,+,,EBLN13
EBLN-Cultervirus.21-GorGor,Gorilla_gorilla_gorilla,NC_018433.2,78060910,78061625,6.48E-13,157,397,-,,EBLN13
EBLN-Cultervirus.21-GorGor,Gorilla_gorilla_gorilla,NW_017493695.1,71268482,71269197,6.49E-13,157,397,-,,EBLN13
EBLN-Cultervirus.21-HomSap,Homo_sapiens,NC_000009.12,96008375,96008957,1.99E-16,157,423,-,hsEBLN-21_Culter,EBLN13
EBLN-Cultervirus.21-HomSap,Homo_sapiens,NT_008470.20,27787823,27788405,1.99E-16,157,423,-,,EBLN13
EBLN-Cultervirus.21-HomSap,Homo_sapiens,NG_034107.1,137758,138340,1.98E-16,157,423,-,,EBLN13
EBLN-Cultervirus.21-MacFas,Macaca_fascicularis,NC_022286.1,110167696,110168251,3.51E-13,157,342,-,,EBLN13
EBLN-Cultervirus.21-MacFas,Macaca_fascicularis,NW_005092991.1,95633091,95633646,3.53E-13,157,342,-,,EBLN13
EBLN-Cultervirus.21-MacMul,Macaca_mulatta,NC_027907.1,109836837,109837392,9.23E-14,157,342,-,,EBLN13
EBLN-Cultervirus.21-MacMul,Macaca_mulatta,NW_014805542.1,237859,238414,1.08E-13,157,342,-,,EBLN13
EBLN-Cultervirus.21-MacNem,Macaca_nemestrina,NW_012012133.1,27441042,27441597,3.90E-14,157,342,+,,EBLN13
EBLN-Cultervirus.21-ManLeu,Mandrillus_leucophaeus,NW_012101599.1,1157455,1157879,7.50E-07,157,300,+,,EBLN13
EBLN-Cultervirus.21-NomLeu,Nomascus_leucogenys,NW_003503827.2,9750,10336,1.29E-08,156,353,+,,EBLN13
EBLN-Cultervirus.21-PanPan,Pan_paniscus,NC_027877.1,95224484,95225066,5.32E-17,157,353,-,,EBLN13
EBLN-Cultervirus.21-PanPan,Pan_paniscus,NW_014014097.1,1562643,1563225,5.32E-17,157,353,-,,EBLN13
EBLN-Cultervirus.21-PanTro,Pan_troglodytes,NC_036888.1,68183984,68184566,6.34E-17,157,353,-,,EBLN13
EBLN-Cultervirus.21-PanTro,Pan_troglodytes,NW_019932831.1,9860034,9860616,6.34E-17,157,353,-,,EBLN13
EBLN-Cultervirus.21-PapAnu,Papio_anubis,NC_018166.2,105770096,105770523,5.64E-08,157,301,-,,EBLN13
EBLN-Cultervirus.21-PapAnu,Papio_anubis,NW_018759186.1,250509,250936,6.55E-08,157,301,-,,EBLN13
EBLN-Cultervirus.21-PilTep,Piliocolobus_tephrosceles,NW_020556183.1,1591790,1592353,6.67E-08,157,311,-,,EBLN13
EBLN-Cultervirus.21-PonAbe,Pongo_abelii,NC_036912.1,69762853,69763312,5.62E-09,157,311,-,,EBLN13
EBLN-Cultervirus.21-PonAbe,Pongo_abelii,NW_019937227.1,69698789,69699248,5.62E-09,157,311,-,,EBLN13
EBLN-Cultervirus.21-RhiBie,Rhinopithecus_bieti,NW_016805186.1,1516863,1517323,5.33E-09,157,311,+,,EBLN13
EBLN-Cultervirus.21-RhiRox,Rhinopithecus_roxellana,NW_010830501.1,664313,664534,7.00E-03,238,311,+,,EBLN13
EBLN-Cultervirus.21-TheGel,Theropithecus_gelada,NC_037683.1,109890040,109890467,2.32E-08,157,301,+,,EBLN13
EBLN-Cultervirus.21-TheGel,Theropithecus_gelada,NW_020251519.1,109890040,109890467,2.32E-08,157,301,+,,EBLN13
EBLG-Orthobornavirus.1-CerAty,Cercocebus_atys,NW_012001738.1,1358956,1359427,1.42E-09,36,196,+,,EBLG2
EBLG-Orthobornavirus.1-ChlSab,Chlorocebus_sabaeus,NC_023661.1,87284523,87284979,1.45E-10,44,196,+,,EBLG2
EBLG-Orthobornavirus.1-ChlSab,Chlorocebus_sabaeus,NW_006735270.1,86284523,86284979,1.45E-10,44,196,+,,EBLG2
EBLG-Orthobornavirus.1-GorGor,Gorilla_gorilla_gorilla,NC_018424.2,46087887,46088169,9.67E-09,101,196,-,,EBLG2
EBLG-Orthobornavirus.1-GorGor,Gorilla_gorilla_gorilla,NW_017493677.1,46087887,46088169,9.86E-09,101,196,-,,EBLG2
EBLG-Orthobornavirus.1-HomSap,Homo_sapiens,NC_000001.11,45503614,45504082,4.93E-09,34,196,-,hsEBLG-1_Ortho,EBLG2
EBLG-Orthobornavirus.1-HomSap,Homo_sapiens,NG_013378.1,8431,8899,6.36E-09,34,196,-,,EBLG2
EBLG-Orthobornavirus.1-HomSap,Homo_sapiens,NT_032977.10,44917626,44918094,5.04E-09,34,196,-,,EBLG2
EBLG-Orthobornavirus.1-MacFas,Macaca_fascicularis,NC_022272.1,182019590,182019980,5.86E-08,64,196,+,,EBLG2
EBLG-Orthobornavirus.1-MacFas,Macaca_fascicularis,NW_005092960.1,93129063,93129453,5.96E-08,64,196,+,,EBLG2
EBLG-Orthobornavirus.1-MacNem,Macaca_nemestrina,NW_012011688.1,25571046,25571517,1.23E-10,36,196,-,,EBLG2
EBLG-Orthobornavirus.1-ManLeu,Mandrillus_leucophaeus,NW_012107252.1,5036228,5036684,5.99E-10,44,196,-,,EBLG2
EBLG-Orthobornavirus.1-NomLeu,Nomascus_leucogenys,NC_019827.1,14781380,14781662,1.02E-07,101,196,-,,EBLG2
EBLG-Orthobornavirus.1-NomLeu,Nomascus_leucogenys,NW_004087897.1,14780380,14780662,1.05E-07,101,196,-,,EBLG2
EBLG-Orthobornavirus.1-PanPan,Pan_paniscus,NC_027868.1,46163922,46164390,1.73E-09,34,196,-,,EBLG2
EBLG-Orthobornavirus.1-PanPan,Pan_paniscus,NW_014013765.1,1575733,1576201,1.92E-09,34,196,+,,EBLG2
EBLG-Orthobornavirus.1-PanTro,Pan_troglodytes,NC_036879.1,44311492,44311960,1.73E-09,34,196,-,,EBLG2
EBLG-Orthobornavirus.1-PanTro,Pan_troglodytes,NW_019932787.1,42252852,42253320,1.79E-09,34,196,+,,EBLG2
EBLG-Orthobornavirus.1-PapAnu,Papio_anubis,NC_018152.2,43876467,43876971,6.38E-10,36,210,-,,EBLG2
EBLG-Orthobornavirus.1-PapAnu,Papio_anubis,NW_018753272.1,197227,197731,7.35E-10,36,210,-,,EBLG2
EBLG-Orthobornavirus.1-PilTep,Piliocolobus_tephrosceles,NW_020556079.1,9415467,9415938,5.10E-11,36,196,-,,EBLG2
EBLG-Orthobornavirus.1-PonAbe,Pongo_abelii,NC_036903.1,182176950,182177241,6.46E-08,101,199,+,,EBLG2
EBLG-Orthobornavirus.1-PonAbe,Pongo_abelii,NW_019937204.1,79514728,79515019,6.58E-08,101,199,+,,EBLG2
EBLG-Orthobornavirus.1-RhiBie,Rhinopithecus_bieti,NW_016807423.1,1429433,1429904,7.44E-10,36,196,+,,EBLG2
EBLG-Orthobornavirus.1-RhiRox,Rhinopithecus_roxellana,NW_010798746.1,1523924,1524395,7.60E-10,36,196,+,,EBLG2
EBLG-Orthobornavirus.1-TheGel,Theropithecus_gelada,NC_037668.1,73412047,73412518,7.73E-11,36,196,-,,EBLG2
EBLG-Orthobornavirus.1-TheGel,Theropithecus_gelada,NW_020251504.1,73412047,73412518,7.73E-11,36,196,-,,EBLG2
EBLG-Carbovirus.2-CarSyr,Carlito_syrichta,NW_007259735.1,354858,356112,2.03E-20,120,545,+,,EBLG0
EBLG-Carbovirus.2-CerAty,Cercocebus_atys,NW_012001738.1,22026676,22026981,7.77E-11,429,535,-,,EBLG0
EBLG-Carbovirus.2-CerAty,Cercocebus_atys,NW_012001738.1,22028171,22028893,2.59E-36,120,389,-,,EBLG0
EBLG-Carbovirus.2-ChlSab,Chlorocebus_sabaeus,NC_023661.1,107444890,107445312,3.76E-07,395,535,-,,EBLG0
EBLG-Carbovirus.2-ChlSab,Chlorocebus_sabaeus,NC_023661.1,107446392,107447114,4.43E-35,120,389,-,,EBLG0
EBLG-Carbovirus.2-ChlSab,Chlorocebus_sabaeus,NW_006735270.1,106444890,106445312,3.76E-07,395,535,-,,EBLG0
EBLG-Carbovirus.2-ChlSab,Chlorocebus_sabaeus,NW_006735270.1,106446392,106447114,4.43E-35,120,389,-,,EBLG0
EBLG-Carbovirus.2-ColAng,Colobus_angolensis_palliatus,NW_012117376.1,16081511,16081741,1.47E-09,459,535,-,,EBLG0
EBLG-Carbovirus.2-ColAng,Colobus_angolensis_palliatus,NW_012117376.1,16083036,16083761,3.29E-33,120,390,-,,EBLG0
EBLG-Carbovirus.2-GorGor,Gorilla_gorilla_gorilla,NC_018424.2,25325091,25325798,5.66E-32,126,389,+,,EBLG0
EBLG-Carbovirus.2-GorGor,Gorilla_gorilla_gorilla,NC_018424.2,25327018,25327329,2.87E-09,427,535,+,,EBLG0
EBLG-Carbovirus.2-GorGor,Gorilla_gorilla_gorilla,NW_017493677.1,25325091,25325798,5.74E-32,126,389,+,,EBLG0
EBLG-Carbovirus.2-GorGor,Gorilla_gorilla_gorilla,NW_017493677.1,25327018,25327329,2.87E-09,427,535,+,,EBLG0
EBLG-Carbovirus.2-HomSap,Homo_sapiens,NC_000001.11,25254760,25255468,7.78E-32,126,389,+,hsEBLG-2_Carbo,EBLG0
EBLG-Carbovirus.2-HomSap,Homo_sapiens,NC_000001.11,25256688,25256999,5.45E-10,427,535,+,hsEBLG-2_Carbo,EBLG0
EBLG-Carbovirus.2-HomSap,Homo_sapiens,NT_032977.10,24668772,24669480,7.84E-32,126,389,+,,EBLG0
EBLG-Carbovirus.2-HomSap,Homo_sapiens,NT_032977.10,24670700,24671011,5.45E-10,427,535,+,,EBLG0
EBLG-Carbovirus.2-MacFas,Macaca_fascicularis,NC_022272.1,203085480,203085785,7.38E-11,429,535,-,,EBLG0
EBLG-Carbovirus.2-MacFas,Macaca_fascicularis,NC_022272.1,203086970,203087692,3.96E-36,120,389,-,,EBLG0
EBLG-Carbovirus.2-MacFas,Macaca_fascicularis,NW_005092960.1,114194953,114195258,7.38E-11,429,535,-,,EBLG0
EBLG-Carbovirus.2-MacFas,Macaca_fascicularis,NW_005092960.1,114196443,114197165,4.00E-36,120,389,-,,EBLG0
EBLG-Carbovirus.2-MacMul,Macaca_mulatta,NC_027893.1,24083941,24084662,6.84E-26,120,389,+,,EBLG0
EBLG-Carbovirus.2-MacMul,Macaca_mulatta,NC_027893.1,24085845,24086150,1.06E-09,429,535,+,,EBLG0
EBLG-Carbovirus.2-MacMul,Macaca_mulatta,NW_014804524.1,1260122,1260843,7.75E-26,120,389,+,,EBLG0
EBLG-Carbovirus.2-MacMul,Macaca_mulatta,NW_014804524.1,1262026,1262331,1.06E-09,429,535,+,,EBLG0
EBLG-Carbovirus.2-MacNem,Macaca_nemestrina,NW_012011688.1,3680012,3680734,1.28E-35,120,389,+,,EBLG0
EBLG-Carbovirus.2-MacNem,Macaca_nemestrina,NW_012011688.1,3681919,3682224,8.05E-11,429,535,+,,EBLG0
EBLG-Carbovirus.2-ManLeu,Mandrillus_leucophaeus,NW_012101865.1,2227134,2227854,2.15E-31,120,389,+,,EBLG0
EBLG-Carbovirus.2-ManLeu,Mandrillus_leucophaeus,NW_012101865.1,2229048,2229353,8.11E-11,429,535,+,,EBLG0
EBLG-Carbovirus.2-PanPan,Pan_paniscus,NC_027868.1,25429577,25430284,6.89E-32,126,389,+,,EBLG0
EBLG-Carbovirus.2-PanPan,Pan_paniscus,NC_027868.1,25431502,25431813,6.89E-10,427,535,+,,EBLG0
EBLG-Carbovirus.2-PanPan,Pan_paniscus,NW_014013758.1,2140550,2141257,7.61E-32,126,389,+,,EBLG0
EBLG-Carbovirus.2-PanPan,Pan_paniscus,NW_014013758.1,2142475,2142786,6.89E-10,427,535,+,,EBLG0
EBLG-Carbovirus.2-PanTro,Pan_troglodytes,NC_036879.1,23828179,23828886,2.35E-32,126,389,+,,EBLG0
EBLG-Carbovirus.2-PanTro,Pan_troglodytes,NC_036879.1,23830186,23830416,9.40E-10,459,535,+,,EBLG0
EBLG-Carbovirus.2-PanTro,Pan_troglodytes,NW_019932786.1,176139,176369,9.40E-10,459,535,-,,EBLG0
EBLG-Carbovirus.2-PanTro,Pan_troglodytes,NW_019932786.1,177669,178376,2.51E-32,126,389,-,,EBLG0
EBLG-Carbovirus.2-PapAnu,Papio_anubis,NC_018152.2,23544195,23544917,4.13E-36,120,389,+,,EBLG0
EBLG-Carbovirus.2-PapAnu,Papio_anubis,NC_018152.2,23546098,23546403,8.85E-11,429,535,+,,EBLG0
EBLG-Carbovirus.2-PapAnu,Papio_anubis,NW_018753213.1,62548,63270,4.58E-36,120,389,+,,EBLG0
EBLG-Carbovirus.2-PapAnu,Papio_anubis,NW_018753213.1,64451,64756,8.84E-11,429,535,+,,EBLG0
EBLG-Carbovirus.2-PilTep,Piliocolobus_tephrosceles,NW_020556084.1,7937277,7938005,4.89E-33,119,390,+,,EBLG0
EBLG-Carbovirus.2-PilTep,Piliocolobus_tephrosceles,NW_020556084.1,7939290,7939520,1.89E-09,459,535,+,,EBLG0
EBLG-Carbovirus.2-PonAbe,Pongo_abelii,NC_036903.1,202766320,202766631,7.92E-08,427,535,-,,EBLG0
EBLG-Carbovirus.2-PonAbe,Pongo_abelii,NC_036903.1,202767845,202768549,6.51E-33,126,389,-,,EBLG0
EBLG-Carbovirus.2-PonAbe,Pongo_abelii,NW_019937204.1,100104098,100104409,7.92E-08,427,535,-,,EBLG0
EBLG-Carbovirus.2-PonAbe,Pongo_abelii,NW_019937204.1,100105623,100106327,6.59E-33,126,389,-,,EBLG0
EBLG-Carbovirus.2-ProCoq,Propithecus_coquereli,NW_012147941.1,3644724,3644913,1.50E-02,471,531,+,,EBLG0
EBLG-Carbovirus.2-RhiBie,Rhinopithecus_bieti,NW_016808328.1,20676,20906,6.67E-08,459,535,-,,EBLG0
EBLG-Carbovirus.2-RhiBie,Rhinopithecus_bieti,NW_016808328.1,22191,22911,7.07E-35,120,389,-,,EBLG0
EBLG-Carbovirus.2-RhiRox,Rhinopithecus_roxellana,NW_010829897.1,1030151,1030381,2.14E-08,459,535,-,,EBLG0
EBLG-Carbovirus.2-RhiRox,Rhinopithecus_roxellana,NW_010829897.1,1031683,1032403,7.07E-35,120,389,-,,EBLG0
EBLG-Carbovirus.2-TheGel,Theropithecus_gelada,NC_037668.1,52718990,52720894,7.41E-32,120,535,+,,EBLG0
EBLG-Carbovirus.2-TheGel,Theropithecus_gelada,NW_020251504.1,52718990,52720894,7.41E-32,120,535,+,,EBLG0
